CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,AÑO,MES,DIA_SEMANA,ES_FIN_SEMANA,HORA_NUM,FRANJA_HORARIA,REGION_NATURAL,CATEGORIA_SEVERIDAD,MORTALIDAD_MULTIPLE,LESION_MULTIPLE
ATROPELLO FUGA,1,0,1,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.879217,-79.130121,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,2,0,3,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,URBANA,CARRETERA,NACIONAL,PE-3S,-11.9379866,-75.3100902,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2021,1,2,0,5,MADRUGADA,SIERRA,LEVE,0,0
DESPISTE,1,0,1,PUNO,SANDIA,PATAMBUCO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-14.362895,-69.605853,NUBLADO,RURAL,SINUOSA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,2,0,10,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,1,3,PASCO,PASCO,NINACACA,RURAL,CARRETERA,NACIONAL,PE-3N,-10.8866919,-76.0892939,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,2,0,19,NOCHE,SIERRA,LEVE,0,0
VOLCADURA,1,0,1,SAN MARTIN,RIOJA,POSIC,RURAL,CARRETERA,DEPARTAMENTAL,SM-114,-5.986513,-77.189591,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,3,0,0,MADRUGADA,SELVA,LEVE,0,0
DESPISTE,1,0,1,AREQUIPA,CAYLLOMA,MAJES,RURAL,CARRETERA,NACIONAL,PE-1S,-16.500643,-72.4077,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,3,0,0,MADRUGADA,COSTA,LEVE,0,0
VOLCADURA,1,0,1,LIMA,LIMA,LURIN,URBANA,OTRO,URBANO,NO CORRESPONDE,-12.252695,-76.898016,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,1,3,0,1,MADRUGADA,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,SANTA ANITA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0436,-76.971412,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,3,0,6,MAÑANA,COSTA,LEVE,0,0
CHOQUE,1,0,2,AREQUIPA,CAYLLOMA,MAJES,URBANA,CALLE,URBANO,NO CORRESPONDE,-16.354465086246055,-72.18903239920719,DESPEJADO,RESIDENCIAL,INTERSECCIÓN,INCLINADA,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,1,3,0,13,TARDE,COSTA,LEVE,0,0
CAÍDA DE PASAJERO,1,0,1,LA LIBERTAD,TRUJILLO,LAREDO,RURAL,CARRETERA,NACIONAL,PE-10A,-8.099108,-78.982811,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE CARROCERÍA,2021,1,3,0,17,TARDE,COSTA,LEVE,0,0
CHOQUE,1,1,1,APURIMAC,ABANCAY,TAMBURCO,URBANA,CARRETERA,NACIONAL,PE-3S,-13.614821498578369,-72.86526021208026,SOLEADO,INDUSTRIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,1,3,0,18,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,1,2,SAN MARTIN,HUALLAGA,SACANCHE,RURAL,CARRETERA,NACIONAL,PE-5N,-7.073887318598815,-76.72643989863553,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,2021,1,3,0,19,NOCHE,SELVA,LEVE,0,0
DESPISTE,2,0,1,CUSCO,PARURO,COLCHA,RURAL,CARRETERA,DEPARTAMENTAL,CU-117,-13.819589,-71.832778,NUBLADO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,3,0,22,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,0
DESPISTE,1,3,1,CUSCO,LA CONVENCION,OCOBAMBA,RURAL,CARRETERA,DEPARTAMENTAL,CU-106,-13.014916,-72.184,NUBLADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,4,0,6,MAÑANA,SIERRA,GRAVE_LESIONADOS,0,1
CHOQUE,1,0,2,LA LIBERTAD,TRUJILLO,LA ESPERANZA,URBANA,CALLE,URBANO,NO CORRESPONDE,-8.081327,-79.04702,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,4,0,8,MAÑANA,COSTA,LEVE,0,0
VOLCADURA,1,0,1,PASCO,DANIEL ALCIDES CARRION,TAPUC,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-10.43104458276907,-76.47718197112216,LLUVIOSO,RURAL,CURVA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,4,0,17,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,4,2,JUNIN,JAUJA,LLOCLLAPAMPA,RURAL,CARRETERA,NACIONAL,PE-3S,-11.7902744,-75.5797941,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,5,1,12,TARDE,SIERRA,GRAVE_LESIONADOS,0,1
ATROPELLO,1,0,0,PIURA,TALARA,MANCORA,URBANA,CARRETERA,NACIONAL,PE-1N,-4.106487634262628,-81.0503375330624,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2021,1,5,1,15,TARDE,COSTA,LEVE,0,0
CHOQUE,1,0,2,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.644675,-78.562526,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,1,5,1,16,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,1,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9575,-77.049211,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,18,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,1,1,CALLAO,CALLAO,LA PERLA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.064691074671408,-77.11554660204865,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,19,NOCHE,COSTA,LEVE,0,0
ATROPELLO,1,0,1,LA LIBERTAD,TRUJILLO,TRUJILLO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-8.116272,-79.016396,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,19,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,0,1,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,RURAL,CARRETERA,NACIONAL,PE-08B,-6.56383559956039,-77.8300923222641,LLUVIOSO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,21,NOCHE,SELVA,LEVE,0,0
DESPISTE,1,0,1,CAJAMARCA,HUALGAYOC,BAMBAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.68536,-78.535275,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,6,1,4,MADRUGADA,SIERRA,LEVE,0,0
VOLCADURA,1,0,1,LIMA,HUAURA,HUAURA,RURAL,CARRETERA,NACIONAL,PE-1NE,-11.081563591935444,-77.48472744108078,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,6,1,5,MADRUGADA,COSTA,LEVE,0,0
CAÍDA DE PASAJERO,1,0,0,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-12.05437213181773,-77.14261674714892,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2021,1,6,1,8,MAÑANA,COSTA,LEVE,0,0
DESPISTE,5,3,1,CUSCO,PAUCARTAMBO,PAUCARTAMBO,RURAL,CARRETERA,DEPARTAMENTAL,CU-113,-13.234828,-71.491858,LLUVIOSO,RURAL,CURVA,INCLINADA,AFIRMADO,SI,PREVENTIVA (P),PREVENTIVA (P),NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,6,1,11,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,1
CHOQUE FUGA,1,1,1,AMAZONAS,BONGARA,CHURUJA,URBANA,CARRETERA,NACIONAL,PE-08C,-6.022337627219859,-77.95092654049742,DESPEJADO,RURAL,OTRO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,6,1,16,TARDE,SELVA,LEVE,0,0
DESPISTE,1,1,1,APURIMAC,ABANCAY,ABANCAY,RURAL,CARRETERA,DEPARTAMENTAL,AP-103,-13.5640123,-72.9789162,NIEBLA,RURAL,TÚNEL,PLANA ,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,2021,1,6,1,16,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,3,2,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.16757,-79.440498,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,6,1,20,NOCHE,COSTA,GRAVE_LESIONADOS,0,1
CHOQUE,1,1,2,HUANUCO,LEONCIO PRADO,LUYANDO,RURAL,CARRETERA,NACIONAL,PE-18A,-9.267493,-75.989647,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,6,1,23,NOCHE,SIERRA,LEVE,0,0
DESPISTE,3,0,1,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,RURAL,CARRETERA,NACIONAL,PE-5N,-8.746876,-76.16051,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,2021,1,0,0,6,MAÑANA,SIERRA,GRAVE_MORTALIDAD,1,0
CHOQUE,1,7,2,CUSCO,QUISPICANCHI,CCATCA,RURAL,CARRETERA,NACIONAL,PE-30C,-13.623972,-71.58057,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,0,0,8,MAÑANA,SIERRA,GRAVE_LESIONADOS,0,1
ATROPELLO,1,3,1,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,RURAL,OTRO,URBANO,NO CORRESPONDE,-15.97882,-73.174736,DESPEJADO,RURAL,OTRO,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,0,0,10,MAÑANA,COSTA,GRAVE_LESIONADOS,0,1
ESPECIAL,1,3,1,PUNO,SANDIA,SANDIA,URBANA,OTRO,URBANO,NO CORRESPONDE,-14.320530785831728,-69.46549582332315,LLUVIOSO,RURAL,PUENTE,PLANA ,CONCRETO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,INFRAESTRUCTURA Y ENTORNO VIAL,FACTOR AMBIENTAL,2021,1,0,0,12,TARDE,SIERRA,GRAVE_LESIONADOS,0,1
CHOQUE,2,2,2,PUNO,SAN ROMAN,SAN MIGUEL,RURAL,CARRETERA,NACIONAL,PE-3S,-15.4318244,-70.1419972,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,0,0,13,TARDE,SIERRA,GRAVE_MORTALIDAD,1,0
ATROPELLO,1,0,1,JUNIN,JAUJA,PARCO,URBANA,CARRETERA,NACIONAL,PE-3S,-11.7990963,-75.5462135,DESPEJADO,RESIDENCIAL,CURVA,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),SI,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,2021,1,1,0,7,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,4,1,LIMA,LIMA,LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.017421,-76.946914,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,1,1,0,9,MAÑANA,COSTA,GRAVE_LESIONADOS,0,1
ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,OLMOS,RURAL,CARRETERA,NACIONAL,PE-1NJ,-5.798397,-79.835812,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,1,0,10,MAÑANA,COSTA,LEVE,0,0
DESPISTE,1,0,1,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,-13.185256374970326,-70.42503835104611,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,1,0,10,MAÑANA,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,AREQUIPA,CARAVELI,CHALA,URBANA,CARRETERA,NACIONAL,PE-1S,-15.848355,-74.258278,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,1,0,20,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,1,2,ICA,ICA,SALAS,URBANA,CARRETERA,NACIONAL,PE-1S,-14.001949,-75.767842,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,1,0,21,NOCHE,COSTA,LEVE,0,0
DESPISTE,1,3,1,PIURA,MORROPON,BUENOS AIRES,RURAL,CARRETERA,NACIONAL,PE-02A,-5.283625,-79.9524199,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,3,0,14,TARDE,COSTA,GRAVE_LESIONADOS,0,1
ATROPELLO,1,0,1,JUNIN,JUNIN,CARHUAMAYO,RURAL,CARRETERA,NACIONAL,PE-3N,-10.9409313,-76.0498808,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,3,0,16,TARDE,SIERRA,LEVE,0,0
DESPISTE,1,3,1,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.33265468433435,-75.664020917132,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE NEUMÁTICOS,2021,1,3,0,16,TARDE,COSTA,GRAVE_LESIONADOS,0,1
ATROPELLO,1,0,0,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,NACIONAL,PE-1N,-4.911118771722453,-80.69726784119618,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),2021,1,3,0,17,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,0,JUNIN,HUANCAYO,CHILCA,URBANA,CARRETERA,NACIONAL,PE-3SC,-12.0831302,-75.2030827,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,3,0,18,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,2,2,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,RURAL,CARRETERA,DEPARTAMENTAL,HV-103,-12.551354,-74.5466811,SOLEADO,RURAL,CURVA,INCLINADA,AFIRMADO,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,4,0,16,TARDE,SIERRA,LEVE,0,0
CHOQUE,1,0,2,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.3180079,-71.6027605,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),SIN_DATO,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,1,4,0,21,NOCHE,COSTA,LEVE,0,0
CHOQUE,1,2,2,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-18.050638,-70.251433,SOLEADO,RESIDENCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),2021,1,5,1,2,MADRUGADA,COSTA,LEVE,0,0
CHOQUE FUGA,1,1,2,JUNIN,CONCEPCION,CONCEPCION,URBANA,CARRETERA,NACIONAL,PE-3S,-11.9108847,-75.3279751,LLUVIOSO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,6,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,2,2,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,RURAL,CARRETERA,NACIONAL,PE-34H,-14.90459240150889,-69.7541340962868,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,2021,1,5,1,7,MAÑANA,SIERRA,LEVE,0,0
CHOQUE,1,1,2,AYACUCHO,HUAMANGA,VINCHOS,URBANA,CARRETERA,NACIONAL,PE-28A,-13.341398,-74.538772,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,2021,1,5,1,8,MAÑANA,SIERRA,LEVE,0,0
ATROPELLO,1,0,1,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.991702,-77.070611,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,5,1,13,TARDE,COSTA,LEVE,0,0
ATROPELLO,1,0,0,LIMA,LIMA,PUENTE PIEDRA,URBANA,CARRETERA,NACIONAL,PE-1N,-11.897187,-77.067866,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,17,TARDE,COSTA,LEVE,0,0
VOLCADURA,2,4,1,HUANCAVELICA,HUAYTARA,OCOYO,RURAL,CARRETERA,DEPARTAMENTAL,HV-121,-13.968207,-75.049075,DESPEJADO,RURAL,SINUOSA,INCLINADA,TROCHA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,INFRAESTRUCTURA Y ENTORNO VIAL,SUPERFICIE DETERIORADA,2021,1,5,1,19,NOCHE,SIERRA,GRAVE_MORTALIDAD,1,1
ATROPELLO,1,0,1,CUSCO,URUBAMBA,OLLANTAYTAMBO,RURAL,CARRETERA,NACIONAL,PE-28B,-13.258314,-72.250823,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,5,1,19,NOCHE,SIERRA,LEVE,0,0
DESPISTE,2,0,1,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.3944495,-71.5835,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),SIN_DATO,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2021,1,5,1,20,NOCHE,COSTA,GRAVE_MORTALIDAD,1,0
ATROPELLO FUGA,1,0,1,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,PROVINCIAL,CU-1421,-14.304823,-71.000242,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),2021,1,5,1,23,NOCHE,SIERRA,LEVE,0,0
CHOQUE,1,0,2,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.278243270178807,-75.68278177837077,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SIN_DATO,SIN_DATO,SIN_DATO,SIN_DATO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2021,1,6,1,2,MADRUGADA,COSTA,LEVE,0,0
